No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
5387,SLYV,SPDR S&P 600 Small Cap Value ETF,Financial,Exchange Traded Fund,USA,139.54,,,,,,,,1.89,,,,,,,,,,1.7,1.68,,,,,0,0,,,,,,,,,,,1.66,7,11.67,20.19,15.15,6.58,1.26,0.71,0.58,0.64,2.98,7.18,12.64,-0.36,18.58,-0.36,27.36,75.22,0.2,-0.3,,10.7,1.13,82.08,-0.11,12128,
5388,SM,SM Energy Company,Basic Materials,Independent Oil & Gas,USA,3772.51,,36.13,,2.62,2.56,20958.37,,0.18,,-1.71,4.78,68.09,1.62,16.22,15.27,-117.08,-28.58,66.08,65.46,0.92,69.84,89.83,-0.15,3.57,2.36,-2.84,-7.04,-3.24,0.65,,0.9,0.9,75.01,-7.94,-7.49,0.3,8.74,5.25,19.94,-23.33,9.35,1.5,1.86,3.57,3.21,3.44,9.41,7.24,-3.63,26.17,-32.24,44.89,59.2,-2.11,0.14,2,992.53,0.68,57.09,-1.97,672204,2/20/2013 16:30
5389,SMA,"Symmetry Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,396.6,134.75,14,11.23,1.02,1.28,32.06,9.36,,0,0.08,-79.42,30.51,-31.35,12,7.94,599.79,20.1,36.79,36.12,1.14,-6.68,97.87,0.14,3,6.98,0.56,0.98,0.62,2.67,1.43,0.68,0.72,18.52,5.22,0.78,-0.37,2.08,17.43,38.21,43.54,2.47,1.05,0.31,3.62,2.53,1,8.33,21.33,-3.14,32.76,-3.14,68.17,58.62,2.08,0,1.8,155.2,1.79,10.78,2.08,277804,2/18/2013
5390,SMB,Market Vectors Short Municipal Index ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11,0.28,0,0.45,1.66,0.74,,0.06,0.18,0.33,0.19,0.22,0.53,-0.34,1.77,-29.32,2.06,53.07,0,-0.11,,76.71,1.71,17.81,-0.11,131526,
5391,SMBC,"Southern Missouri Bancorp, Inc.",Financial,Savings & Loans,USA,76.99,7.98,,,2.02,0.79,8.55,,2.53,17.72,2.97,-35.21,,20.72,,10.6,-41.45,-8.34,3.25,2.47,0.3,,36.87,-0.69,0.03,0.59,1.35,14.85,,,,0.07,0.31,,42.86,29.84,3.13,3.45,-1.9,5.2,9.52,5.52,0.42,0.49,1.45,2.21,2.16,0.97,1.49,-3.07,9.78,-9.68,13.84,54.93,1.41,0.78,2,1.37,4.15,23.69,2.2,5684,11/12/2012
5392,SMCG,Millennium India Acquisition Company Inc.,Financial,Asset Management,USA,6.25,,,,7.18,0.31,9.92,9.92,,,-0.47,64.84,,,,,-97.92,1999900,8.22,7.84,37.05,,17.35,-2.21,0.07,1.23,-16.02,-17.34,-16.47,,,0,0,,-3.02,-444.93,-5,-5,68.89,20.63,-5,1.33,0.8,0.06,0,5.44,-3,5.97,9.98,-9.52,280,-17.39,280,50.25,0,0,,4.32,0.49,0.76,0,2100,
5393,SMCI,"Super Micro Computer, Inc.",Technology,Networking & Communication Devices,USA,531.08,30.66,11.22,2.04,0.49,1.51,6.01,,,,0.41,-28.3,72.31,3.3,15,19.25,-43.04,16.63,42.25,31.87,18.2,-20.89,60.48,0.87,9.25,13.61,3.4,5.52,5.16,2.23,1.09,0.02,0.11,14.68,2.6,1.71,21.45,25.07,37.98,0.56,-27.92,23.24,1.59,0.47,6.12,3.88,19.69,30.24,0.11,-4.41,59.52,-33.39,60.13,79.84,1.05,0.32,2.2,216.56,1.33,12.57,1.37,288229,1/22/2013 16:30
5394,SMDD,ProShares UltraPro Short MidCap400,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.99,-22.09,-31.78,-46.17,-47.64,-20.02,,0.86,1.45,2.09,-10.76,-20.96,-35.09,-38.36,0.37,-53.74,0.37,18.97,1.03,-0.65,,39.91,0.51,29.49,0.37,20502,
5395,SMED,Sharps Compliance Corp.,Industrial Goods,Waste Management,USA,39.75,,65.25,,1.88,1.75,2.36,,,,-0.26,-20.38,140,184.49,25,12.75,-94.76,-10.27,15.23,11.63,17.3,2.33,18.57,-30.8,1.51,3.1,-13.43,-16.26,-15.87,4.98,4.53,0,0,29.6,-12.57,-18.56,-10.62,13.48,-22.09,-18.44,-34.42,15.49,0.75,0.21,8.65,8.45,-0.19,1.92,-13.09,-14.98,29.85,-37.11,29.85,48.15,0.77,-2.26,1.8,56.72,0.4,2.61,-1.51,22745,1/28/2013
5396,SMFG,Sumitomo Mitsui Financial Group Inc.,Financial,Foreign Regional Banks,Japan,52107.95,10.38,8.77,,2.81,0.88,0.57,,,32.28,0.71,-24.37,-12.5,-0.87,-1,,-41.38,3.14,7070.28,7070.28,,,0.98,-0.46,0.01,0.68,0.41,8.52,,,,0.85,2.77,,,14.97,-0.81,0.68,22.83,19.45,18.3,0.41,1.02,0.14,1.02,1.37,-0.41,7.07,14.85,-8.22,26.2,-8.22,32.79,57.22,0.82,-0.68,1,533.06,2.51,7.37,0.14,1339911,
5397,SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals,USA,2700.89,24.72,14.67,2.3,0.96,4.49,20.48,314.06,2.95,66.12,1.78,-13.74,15.38,1.49,10.75,-0.32,40.2,-0.47,61.37,43.56,29.05,-11.6,69.26,-1.64,4.71,5.97,5.49,19.49,7.02,2.31,1.35,1.3,1.3,34.02,8.62,4.01,-2.33,0.36,5.36,15.88,-5.27,-0.09,0.72,0.78,1.94,1.62,-2.52,2.13,2.39,-5.13,11.9,-19.57,25.95,46.23,-3.49,-0.24,2.9,343.81,1.94,44.01,-3.72,666459,2/6/2013 8:30
5398,SMH,Market Vectors Semiconductor ETF,Financial,Exchange Traded Fund,USA,1374.92,,,,,,,,2.04,,,,,,,,,,40.05,4,,,,,,,,,,,,,,,,,0.47,7.35,13.75,13.3,3.47,6.19,,0.49,0.7,1.23,2.71,6.67,8.42,-1.04,16.92,-3.04,18.66,63.54,-0.06,0.26,,1475.73,0.79,34.33,0.2,1165854,
5399,SMI,Semiconductor Manufacturing International Corp.,Technology,Semiconductor - Integrated Circuits,China,1927.06,,37.62,,1.28,0.86,8.31,,,,-0.47,-1516.67,500,0,15,-2.08,111.53,50.27,640.22,443.99,,,2.92,,0.07,1.56,-4.71,-10.97,-6.92,0.95,0.73,0.19,0.5,16.41,-8.18,-12.7,-2.27,32.02,52.02,67.22,19.44,18.04,1.73,0.1,1.77,2.56,4.3,16.97,44.78,-7.1,35.59,-7.1,104.76,59.17,-1.31,0.33,2,190.93,0.66,3.01,-0.99,126637,
5400,SMIN,iShares MSCI India Small Cap,Financial,Exchange Traded Fund,USA,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.35,-1.98,1.24,16.12,,-1.29,,0.33,0.47,0.37,-2.71,-1.45,7.22,-5.39,5.2,-7.84,25.15,44.46,-0.04,0,,6.47,0.11,25.28,-0.04,700,
5401,SMIT,Schmitt Industries Inc.,Technology,Scientific & Technical Instruments,USA,8.97,300,,,0.65,0.85,3.37,32.04,,0,0.01,137.07,,-43.7,,3.97,-29.57,-22.26,2.99,2.12,7.38,4.75,26.04,2.21,0.24,0.52,0.29,0.33,0.33,6.94,3.66,0,0,47.46,0.25,0.25,-0.99,1.69,-1.64,-14.53,-10.45,0,0.56,0.04,0.68,1.08,-0.08,-0.11,-8.82,-1.64,6.76,-21.87,6.76,49.58,0,0,,9.68,0.06,3,0,600,1/7/2013
5402,SMK,ProShares UltraShort MSCI Mexico,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.68,-10.91,-18.89,-36.28,-49.47,-10.16,,0.26,1.19,0.65,-4.44,-13.37,-31.32,-27.65,1.55,-52.54,1.55,21.54,-0.85,1.44,,1.33,2.71,22.29,0.59,3600,
5403,SMLP,"Summit Midstream Partners, LP",Utilities,Gas Utilities,USA,1072.09,39.93,20.91,,6.85,0.41,225.7,,7.47,,0.55,,29.63,0,,,-24.6,84.91,48.82,24.38,0.11,,24.1,9.59,0.14,0.38,,,,1.37,,0.52,0.52,,,,11.76,14.73,6.81,,,10.74,,0.6,3.13,2.7,10.23,12,9.75,2.71,20.26,2.14,20.26,80.06,2.84,0.11,1.8,92.28,1.31,21.96,2.95,120751,11/12/2012 16:30
5404,SMMF,Summit Financial Group Inc.,Financial,Regional - Mid-Atlantic Banks,USA,45.32,11.73,,1.96,0.69,0.42,12.09,2.36,,0,0.52,259.69,,-20.51,6,-2.41,-56.5,-11.69,7.43,5.25,2.11,-30.87,3.76,-0.69,0.06,0.8,0.35,4.59,,,,0.42,2.25,,15.07,11.33,7.58,24.24,21.27,34.07,88.27,26.03,0.97,0.23,4.05,3.78,11.1,19.34,25.14,-6.01,35.56,-14.57,88.85,65.57,1.67,-0.33,3,3.86,0.4,6.1,1.33,1530,1/28/2013
5405,SMMU,PIMCO Short Term Muni Bond Strgy ETF,Financial,Exchange Traded Fund,USA,681.25,,,,,,,,0.96,,,,,,,,,,13.49,9.2,,,,,0,0,,,,,,,,,,,-0.06,0.22,,,,0.16,0.98,0.1,0.08,0.19,0.13,0.11,0.09,-7.7,0.5,-7.7,0.5,54.28,0,0.04,,8.16,0.13,50.5,0.04,1091,
5406,SMN,ProShares UltraShort Basic Materials,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,-8.38,-16.34,-31.52,-16.62,-7.64,,1.17,1.67,2.07,-2.18,-10.83,-20.1,-25.48,2.73,-37.49,2.73,38.23,1.28,0.59,,101.65,0.6,49.66,1.89,60526,
5407,SMP,Standard Motor Products Inc.,Consumer Goods,Auto Parts,USA,553.16,8.42,11.94,0.48,0.59,1.82,50.79,9.1,1.49,11.72,2.88,153.77,15.34,40.82,17.65,1.5,24.61,16.83,22.82,19.81,8.94,2,65.18,-2.11,2.27,3.02,11.59,24.23,20.56,1.71,0.79,0,0.2,26.86,7.03,7.11,1,12.33,41.75,80.49,16.43,9.09,2.26,0.5,1.57,2.33,3.47,14.49,42.77,-1.5,39.79,-4.87,104.98,70.25,0.58,0,1.8,148.99,1.22,24.24,0.58,182405,3/5/2013
5408,SMPL,SimPlayer.com Ltd.,Financial,Savings & Loans,Israel,128.92,19.93,21.07,2.49,3.21,0.85,14.78,30.62,2.17,37.79,0.74,-15.24,27.27,11.11,8,-0.26,-27.22,-4.24,8.74,8.57,0.66,,83.64,-0.14,2.09,8.82,0.72,4.19,,,,0,0,,29.63,18.66,0.2,-0.34,-2.83,5.96,15.41,-1.34,0.44,0.28,0.71,1.48,0.29,1.85,1.6,-1.67,9.26,-5.8,18.44,55.45,0.34,0,3,20.29,0.96,14.75,0.34,19395,1/28/2013
5409,SMRT,Stein Mart Inc.,Services,Apparel Stores,USA,372.93,24.37,15.51,1.62,0.32,1.38,3.96,35.32,,,0.35,-59.29,30.95,-12.23,15,-5.02,-42.32,2.31,43.72,27.41,4.12,8.43,49.32,-0.65,2.57,6.71,3.18,5.49,5.05,2,0.67,0,0,25.49,2.17,1.3,1.55,20.48,24.53,26.93,33.28,13.13,2.62,0.29,4.13,3.59,7.51,15.82,24.33,0.35,43.99,0.35,60.92,70.3,2.16,-0.12,2.5,105.03,1.47,8.53,2.03,154337,12/26/2012
5410,SMS,Sims Metal Management Limited,Industrial Goods,Metal Fabrication,USA,1918.38,,,,0.2,0.76,22.78,31.09,1.7,,-2.64,-371.59,,-26.36,10,10.25,-75.29,-9.05,204.3,164.37,,,6.08,,0.07,2.06,-13.37,-19.62,-16.74,2,0.8,0.14,0.14,22.39,-5.93,-5.77,-10.23,-2.19,-2.8,13.54,-39.5,-4.77,1.86,0.22,1.13,1.21,-5.81,-2.01,-8.81,-10.74,7.19,-42.79,14.77,41.07,-0.42,-0.53,1,57.55,1.25,9.39,-0.95,71983,
5411,SMSI,Smith Micro Software Inc.,Technology,Application Software,USA,54.9,,,,1.29,1.2,2.03,,,,-0.86,-1356.39,65,15.46,10.75,1.18,96.44,-12.82,35.88,31.83,3.66,-2.96,33.9,1.25,0.27,0.95,-41.76,-51.69,-48.75,5.3,5.28,0,0,79.22,-80.1,-72.52,-4.97,-6.13,24.39,-8.38,-14.04,2,2.01,0.11,4.86,6.14,-1.39,8.73,-4.5,-19.05,39.09,-46.69,39.09,51.06,-2.55,0.64,2.6,88.99,0.85,1.53,-1.92,75689,11/1/2012 16:30
5412,SMTC,Semtech Corp.,Technology,Semiconductor - Integrated Circuits,USA,1991.6,49.31,14.26,4.93,3.74,2.92,9.49,28,,0,0.61,17.6,27.88,25.76,10,13.73,-38.64,29.8,66.21,64.78,0.93,-12.75,97.6,1.49,4.85,6.77,4.24,6.3,4.79,2.74,2.26,0.42,0.49,53.79,2.83,7.74,3.55,5.21,22.33,29.1,3.3,3.9,1.03,0.53,1.49,1.85,3.03,8.37,17.64,-0.13,31.07,-1.25,35.37,71.57,0.7,0.1,1.4,464.08,0.79,30.08,0.8,367767,3/6/2013
5413,SMTX,SMTC Corp.,Technology,Printed Circuit Boards,Canada,40.99,4.4,4.74,0.18,0.14,0.99,42.7,,,0,0.57,-91.05,8.2,-35.68,25,-3.46,189.45,71.44,16.33,16.01,0.46,15.36,30.37,-0.8,0.08,0.56,8.24,25.73,15.46,1.88,0.85,0.67,0.8,9.7,4.1,3.2,2.87,7.26,-8.06,-18.51,-3.09,3.29,1.68,0.09,2.55,3.57,2.57,5.99,-15.79,-3.83,16.2,-37.25,22.44,59.57,0.8,0.81,1,22.84,0.38,2.51,1.62,8587,11/8/2012
5414,SN,Sanchez Energy Corporation,Basic Materials,Independent Oil & Gas,USA,688.04,,12.83,,22.12,1.87,4.75,,,,-0.59,204.76,384.85,0,10,,-55.39,363.73,33.53,27.88,2.68,-34.82,47.15,-0.13,12.98,14.78,,,,3.78,,0,0,86.24,-55.5,-59.33,-3.57,15.28,12.5,18.07,14.13,14,,0.5,1.67,2.55,2.09,8.12,3.13,-5.09,21.42,-19.12,25.35,57.66,-0.68,-0.14,1.5,244.98,1.34,20.52,-0.82,327268,11/7/2012 16:30
5415,SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,USA,4710.22,16.08,14.42,1.01,1.61,2.71,26.75,32.48,1.88,26.91,5.03,47.39,9.14,23.27,16,3.06,8.96,2.07,58.23,57.82,0.38,37.2,83.46,0.75,1.81,4.09,8.01,17.94,9.58,2.61,1.94,0.56,0.57,47.53,17.17,10.29,-0.19,3.76,7.77,20.75,47.07,2.41,1.55,1.06,1.26,1.33,1.01,2.52,16.64,-1.46,9.33,-1.46,49.41,57.28,-0.94,-0.07,2.6,255.48,0.71,80.89,-1.02,181916,2/7/2013 8:30
5416,SNAK,"Inventure Foods, Inc.",Consumer Goods,Processed & Packaged Goods,USA,136.14,23.83,18.33,1.19,0.73,2.8,230.74,18.01,,0,0.3,-39.11,18.18,21.64,20,18.37,939.83,24.21,19.04,13.58,4.34,-25.98,41.67,-1.19,2.2,7.62,5.8,13.19,7.93,1.99,0.85,0.44,0.47,19.19,5.4,3.13,2.44,10,21.19,-1.24,84.75,10.17,0.87,0.2,2.57,3.08,5.11,9.17,14.13,-1.52,19.57,-7.62,95.36,67.14,0,0.7,2,39.25,0.52,7.15,0.7,20291,2/25/2013
5417,SNBC,Sun Bancorp Inc.,Financial,Regional - Northeast Banks,USA,306.41,,27.38,,2.65,1.17,1.81,,,,-0.59,33.28,116.67,-5.94,8,-10.21,-1533.3,-8.64,86.07,68.9,8.61,1.37,63.88,-0.6,1.99,9.67,-1.58,-17.66,,,,0.38,0.39,,-39.69,-39.67,-1.93,2.89,14.47,34.85,15.96,0.56,1.54,0.14,7.1,3.61,-0.57,5.01,18.71,-4.56,27.14,-4.56,61.09,53.45,11.08,-1.69,2.5,141.47,1.19,3.56,9.2,167965,1/23/2013
5418,SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software,USA,940.46,28.89,18.81,1.44,3.58,2.52,7.97,43.97,,0,0.84,267.05,20.56,4.34,20,25.91,72.49,16.41,38.75,32.41,8.89,-1.71,82.44,-0.13,9.32,13.48,8.05,9.4,8.91,5.31,,0.02,0.02,57.59,15.93,12.12,3.32,17.87,17.47,31.76,-25.92,15.08,1.52,0.64,2.38,2.89,8.29,19.5,12.65,0,42.1,-37.61,43.69,82.93,0.5,-0.45,1.8,224.13,0.58,24.27,0.04,130444,2/7/2013 16:30
5419,SNDK,SanDisk Corp.,Technology,Data Storage Devices,USA,11975.86,29.14,12.32,1.19,2.37,1.65,4.16,285.96,,,1.7,-57.83,11.36,16,24.55,5.33,-23.33,-2.25,241.79,241.23,0.02,-22.58,89.82,-0.42,2.93,1.56,4.07,5.83,4.76,2.45,2.05,0.11,0.23,33.31,13.78,8.26,2.21,13.68,14.23,24.67,-5.37,13.86,1.75,1.23,2.86,2.6,7.19,14.34,22.38,-0.92,28.75,-4.38,59.83,77.01,-0.2,-0.06,2,4544.05,0.69,49.53,-0.26,3151406,1/23/2013 16:30
5420,SNDS,Sustainable North American Oil Sands ETF,Financial,Exchange Traded Fund,USA,168.33,,,,,,,,3.81,,,,,,,,,,7.16,7,,,,,0.86,97.3,,,,,,,,,,,2.57,4.86,12.38,19.28,,6.91,1.97,0.63,5.44,1.71,3.76,7.98,12.7,-1.34,17.3,-1.34,29.32,78.95,-18.45,22.68,,0.62,1.69,23.51,0.04,1040,
5421,SNE,Sony Corporation,Consumer Goods,Electronic Equipment,Japan,15300.68,,10.96,,0.21,0.73,1.14,30.94,1.98,,-4.98,-75.92,272.97,-0.31,,-4.78,42.66,1.88,1011.95,1010.3,,,5.83,-0.51,0.85,2.62,-2.98,-21.41,-4.69,0.8,0.61,0.46,0.68,21.51,-0.87,-5.94,19.06,36.09,25.06,34.28,-18.97,35,1.6,0.42,2.22,1.81,28.78,39.28,20.8,4.56,57.99,-32.35,57.99,87.71,-2.39,7.49,1,3277.68,2.51,15.12,4.93,8224246,2/3/2011 7:00
5422,SNFCA,Security National Financial Corp.,Financial,Credit Services,USA,141.55,12.98,,,0.66,3.46,2.48,6.92,,0,0.96,394.97,,-24.24,,0.91,366.57,54.26,11.36,8.59,1.12,18.65,1.45,6.46,6.13,2.43,1.89,15.37,,,,0.32,0.32,,7.01,4.69,12.25,38.14,172.65,390.55,858.46,49.04,0.65,0.92,9.26,8.76,19.57,47.55,182.75,-1.97,161.11,-1.97,964.08,67.91,2.13,0.41,,216.34,0.8,12.46,2.55,173877,11/12/2012
5423,SNH,Senior Housing Properties Trust,Financial,REIT - Residential,USA,4279.57,30.68,24.48,8.69,7.29,1.6,203.89,,6.44,199.88,0.79,11.32,19.28,2.12,3.53,20.14,-24.93,39.52,176.55,176.07,0.07,19.31,82.86,-0.89,2.67,2.86,3,5.21,3.02,,,0.7,0.7,,41.42,22.11,-1.22,4.8,14.02,11.04,16.65,4.21,0.99,0.31,0.92,1.08,1.31,5.48,12.67,-1.7,12.84,-1.7,28.54,60.04,-0.04,-0.25,3,1642.03,0.79,24.24,-0.29,1293771,2/11/2013
5424,SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components,USA,729.22,19.68,19.96,1.64,3.53,4.16,7.46,25.01,1.29,33.85,1.42,74.64,-0.71,17.35,12,7.49,-23.35,-7.95,26.09,20.64,2.76,-28,64.15,-0.24,5.88,21.17,20.5,23.27,22.3,8.94,8.05,0,0,39.38,26.79,17.79,3.86,8,9.69,28.8,3.1,7.17,1.93,0.68,2.34,2.64,3.62,6.74,12.71,-1.48,19.69,-15.42,35.75,64.43,0.68,-0.04,3,57.37,1.1,27.95,0.65,63341,11/5/2012 16:30
5425,SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,USA,9004.49,18.32,16.07,1.36,3.99,5.52,20.5,18.18,0.8,13.91,3.28,20.49,11.31,14.83,13.44,9.38,20.85,12.4,149.85,82.42,0.19,-51.31,71.78,-0.2,4.86,4.6,18.6,31,22.26,6.83,,0.85,0.85,,41.16,30.29,1.81,6.18,-3.42,13.79,32.71,3.75,1.11,1.09,1.54,1.85,1.94,2.19,5.07,-1.77,7.53,-9.22,44.67,56.05,0.38,-0.12,2.7,871.29,0.51,60.09,0.27,441273,2/7/2013 8:30
5426,SNLN,Pyxis/iBoxx Senior Loan ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,8.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,1.44,,,,1.19,,0.03,0.09,0.08,1.06,1.99,2.03,0.24,3.34,0.24,3.34,86.75,0.04,0.2,,35.02,0.28,20.35,0.24,9863,
5427,SNMX,Senomyx Inc.,Basic Materials,Specialty Chemicals,USA,70.18,,,,2.23,2.65,1.57,,,,-0.22,22.02,42.9,0,,20.7,23.36,10.42,40.1,39.55,0.11,,61.25,-0.08,0.76,2.55,-13.6,-30.3,-19.5,2.65,,0,0,9.38,-27.7,-27.42,6.71,6.71,-4.37,-16.67,-50.84,4.17,1.36,0.09,6.53,5.3,3.73,1.66,-12.44,-10.26,14.38,-55.01,14.38,58.58,3.55,1.81,1.3,117.53,1.11,1.75,5.42,130955,3/1/2013
5428,SNN,Smith & Nephew plc,Healthcare,Medical Appliances & Equipment,United Kingdom,10327.87,14.1,14.76,2.49,2.48,2.81,23.21,20.13,1.73,25.44,4.05,-6,1.31,9.27,5.67,8.97,0.41,-7.75,180.81,178.68,,,3,-0.37,0.76,23.76,14.81,21.7,19.07,2.52,1.54,0,0.02,74.17,20.33,17.45,2.6,3.8,11.37,12.8,22.37,3.1,0.63,0.6,0.75,0.85,2.11,5.01,10.98,-0.8,12.57,-0.8,28.58,66.35,0.05,-0.83,2.7,57.36,0.69,57.12,-0.78,39723,2/10/2011 2:00
5429,SNP,China Petroleum & Chemical Corp.,Basic Materials,Major Integrated Oil & Gas,China,104286.37,11.99,8.96,,0.25,1.33,46.47,,2.33,46.01,10.03,-0.96,26.13,5.61,-0.2,18.74,-41.18,9.31,867.03,206.41,,,3.93,0.12,0.08,2.27,5.31,12.12,8.93,0.79,0.33,0.36,0.63,9.05,3.33,2.29,1.35,6.66,13.48,40.37,7.02,4.66,0.94,1.59,0.89,0.84,2.23,7.5,22.33,-1.68,19.86,-1.68,48.32,63.82,-0.72,-0.16,2,73.44,0.43,120.28,-0.87,31657,3/28/2011
5430,SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials,USA,5103,27.89,13.61,3.28,2.91,2.04,7.29,,,0,1.21,-17.55,8.77,6.85,8.5,7.69,-32.16,16.31,151.2,149.95,0.69,6.1,91.22,0.25,0.74,1.37,4.85,7.93,7,0.91,,0.04,0.05,77.64,10.82,10.39,4.68,6.97,4.85,13.03,15.62,6,0.56,0.5,1.77,1.49,5.14,4.64,8.14,0.42,8.8,-1.32,24.31,68.52,0.42,0,1.5,810.35,1.71,33.75,0.42,1385674,2/22/2013
5431,SNSS,Sunesis Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,266.26,,,,150.43,27.21,3.48,,,,-1.03,56.12,24.3,0,,-18.27,-241.95,-73.5,51.5,48.26,51.73,,71.32,-0.46,8.5,8.85,-79.71,-212.51,-123.01,2.23,,1.97,2.41,,-1984.02,-2755.75,17.77,27.03,8.84,71.19,274.64,23.1,2.16,0.23,6.37,5.04,22.02,19.2,38.36,-1.34,39.73,-24.53,300.78,73.82,9.53,-1.26,1.6,463.83,2.11,5.17,8.16,979308,11/8/2012 8:30
5432,SNTA,Synta Pharmaceuticals Corp.,Healthcare,Diagnostic Substances,USA,806.58,,,,225.93,22.52,14.63,,,,-0.99,-8.15,-1.9,0,0,,4.09,-100,68.88,42.35,15.11,35.56,32.47,10.42,16,14.95,-99.41,-195.21,-146.98,2.95,,0.2,0.45,,-1497.96,-1552.1,9.03,32.17,43.68,80.71,148.62,29.82,2.45,0.48,5.27,4.72,13.77,29.21,65.34,1.74,69.22,1.74,228.01,72.32,2.54,-0.35,2,453.22,1.09,11.71,2.18,493260,2/19/2013
5433,SNTS,"Santarus, Inc.",Healthcare,Biotechnology,USA,811.73,58.41,17.85,3.89,4.27,10.98,9.91,23.03,,0,0.22,123.63,242.86,-1.52,15,19.26,1344.51,103.89,63.17,53.73,0.58,-0.35,62.61,1.44,8.99,5.17,12.38,24.87,20.06,2.24,2.1,0.13,0.13,64.51,8.51,7.87,2.15,18.54,39.98,79.97,181.8,17.03,1.27,0.53,3.7,3.92,8.91,19.88,57.61,-4.81,47.7,-4.81,206.68,69.64,-0.7,0.08,1.8,933.5,0.69,12.85,-0.62,648623,3/5/2013
5434,SNV,Synovus Financial Corp.,Financial,Regional - Mid-Atlantic Banks,USA,1997.91,2.99,14.11,0.37,1.99,0.56,3.25,,1.57,4.06,0.85,663.28,50,-3.63,8,-14.81,5479.03,-12.19,786.58,775.49,0.49,1.31,74.43,-0.4,6.05,5.24,3.09,34.47,,,,0.48,0.54,,2.69,71.37,-6.27,1.6,4.53,41.11,46.82,3.67,1.48,0.1,4.36,4.1,-0.14,4.45,17.48,-9.93,23.27,-9.93,56.66,51.62,-1.17,1.18,2.8,8965.55,1.08,2.54,0,9676004,1/22/2013 8:30
5435,SNX,SYNNEX Corp.,Services,Business Services,USA,1365.9,9.15,8.17,0.91,0.13,1.04,7.6,,,,4,-2.16,9.8,16.56,10,8.04,-15.46,-2.67,37.34,36.63,0.7,8.29,81.35,0.3,8.58,21.63,5.26,12.22,10.45,1.73,1.11,0.06,0.21,6.39,2.48,1.48,1.87,8.29,14.1,11.25,1.78,6.4,1.25,0.53,1.2,1.57,3.25,7.93,7.3,-0.57,19.15,-17.33,19.15,73.11,-0.16,-0.03,2.1,145.33,0.8,36.58,-0.19,116385,1/10/2013 16:30
5436,SNY,Sanofi,Healthcare,Drug Manufacturers - Major,France,129943.26,16.04,8.22,6.17,2.67,1.77,,,3.45,,3.05,2.68,-0.5,13.44,2.6,3.52,-21.98,0.74,2656.24,2324.5,,,8.06,-0.49,0.11,1.93,,,,,,,,68.4,19,15.3,2.49,3.38,13.45,29.25,40.01,3.25,0.91,0.72,1.02,1.13,1.7,5.16,19.11,-0.73,15.92,-0.73,48.11,59.77,-1.07,0.34,1.4,1363.53,0.96,48.92,-0.73,1304822,2/9/2011 1:30
5437,SO,Southern Company,Utilities,Electric Utilities,USA,38766.78,17.53,15.95,3.46,2.35,1.97,30.87,,4.42,75.23,2.53,8.06,6.11,3.93,5.07,4.23,4.74,-6.98,874.11,873.96,0.02,169.7,44.57,-0.06,1.3,2.18,3.84,12.28,4.28,1.02,0.63,0.96,1.1,41.72,25.64,13.87,1.98,3.57,-3,-4.46,2.52,3.6,0.26,0.49,0.96,1.09,2.25,2.64,-1.04,-1.09,6.23,-6.8,6.23,64.19,0.27,-0.49,2.9,5205.19,2.8,44.35,-0.22,14592311,1/30/2013 7:30
